first_double_visual,second_double_visual,first_double_manual,second_double_manual,trans_first_double_visual,trans_second_double_visual,trans_first_double_manual,trans_second_double_manual
0.331816620879121,0.296130952380952,0.546807359307359,0.457382953181273,0.613870073368054,0.575410406289818,0.832274161469994,0.742729346071714
0.338321678321678,0.411379419191919,0.663825757575757,0.505853174603175,0.620760884916441,0.696306903840034,0.952306564152862,0.791251471694021
0.669734848484848,0.636349428435342,0.867647058823529,0.818181818181818,0.95857469240814,0.923496711087705,1.19844843436099,1.1302856637902
0.321029202279202,0.804865136876006,0.904276315789474,0.868353174603175,0.60236691546637,1.11325828568836,1.25624226533544,1.19949147111884
0.252314814814815,0.256516304454284,0.904411764705882,0.898148148148148,0.526267593963461,0.531091027951742,1.25647252756621,1.24597193124267
0.418640706356224,0.654030100334448,0.727604166666667,0.608534322820037,0.703675493733988,0.941974861959045,1.02170125406216,0.894803416823685
0.397607600732601,0.778189567075437,0.891666666666667,0.838888888888889,0.682276242783297,1.0804090615101,1.23540333042179,1.15776620022217
0.266699735449735,0.578657513348589,0.899013157894737,0.889880952380952,0.542676491311746,0.864383780257662,1.24740462376456,1.23254087817825
0.326754385964912,0.558487866300366,0.911764705882353,0.890873015873016,0.608484151143365,0.844020242484064,1.26920062399006,1.23412859363892
0.31663961038961,0.388839285714286,0.559722222222222,0.403373015873016,0.5976572773218,0.673300741399387,0.845263314402235,0.688159384286013
0.321737659482225,0.657730939048874,0.944444444444445,0.916666666666667,0.603125422676715,0.945869836474576,1.33285520196469,1.27795355506632
0.30778897028897,0.416411713286713,0.951388888888889,0.953703703703704,0.588107316792691,0.701415542553365,1.34849051589832,1.35393478348913
0.421568906669526,0.383712121212121,0.774839743589744,0.652947845804989,0.706641813012504,0.66803554910937,1.07638842056262,0.940837701166295
0.23866847826087,0.260302410437859,0.900326797385621,0.876388888888889,0.510412347882145,0.535415460455508,1.24959083093395,1.21153403523511
0.329644892144892,0.688682603628256,0.880514705882353,0.858261183261183,0.611562059620147,0.978872908956312,1.21784740493881,1.18480019902666
0.309408602150538,0.608154879540749,0.941776315789474,0.952380952380952,0.589860488597231,0.894414738792644,1.32709539724046,1.35080834939944
0.372955066270284,0.479851385504275,0.924342105263158,0.916666666666667,0.656944878092357,0.765244091802492,1.29214442355947,1.27795355506632
0.533630952380952,0.832832792207792,0.963235294117647,0.948717948717949,0.819054526201282,1.1495908478003,1.37786032074918,1.34235932502857
0.4725,0.638481267507003,0.845128676470588,0.788961038961039,0.757884279906898,0.925713931654231,1.1663204966548,1.09348826441025
