first_double_visual,second_double_visual,first_double_manual,second_double_manual,trans_first_double_visual,trans_second_double_visual,trans_first_double_manual,trans_second_double_manual
0.373702686202686,0.414742664742665,0.953102453102453,0.965174531351002,0.65771771044586,0.69972218071441,1.35250848365601,1.38307999590885
0.44496114996115,0.586533990700657,0.769360269360269,0.738007054673721,0.730247550998112,0.872370067914931,1.06985701060176,1.03345656650476
0.798097643097643,0.725859331586886,0.65359477124183,0.701298701298701,1.10477498868397,1.01974356720209,0.941517346897319,0.992574465019797
0.436749407822205,0.527933951895305,0.605555555555556,0.646173469387755,0.721977649598788,0.813346667088098,0.891753938979856,0.933738201094799
0.471509971509972,0.526384129971423,0.588235294117647,0.6281179138322,0.756892695782838,0.811794553124559,0.874097965617633,0.914961162722116
0.696680607600148,0.729137866963954,0.797685185185185,0.842532467532468,0.987540507697325,1.02342529077346,1.1042614355111,1.16274457970396
0.540750915750916,0.642151940920057,0.556944444444445,0.605555555555556,0.826194329528627,0.929538298142255,0.842466433309151,0.891753938979856
0.517611344239697,0.645466757583462,0.598538011695906,0.590463108320251,0.803013151221525,0.932999370842595,0.88458544021563,0.876362227705225
0.468486029889539,0.643370980870981,0.583877995642701,0.619347739095638,0.753863290913599,0.930810289101215,0.869674643108007,0.905909301728444
0.525108225108225,0.421560846560847,0.450617283950617,0.45379188712522,0.810516953032817,0.706633651862429,0.735934808011023,0.739124021041727
0.512885613223778,0.558062422011697,0.529411764705882,0.527472527472527,0.798285203390817,0.843591878794034,0.814826916370989,0.812884532755504
0.453280875503098,0.593043027825636,0.574723846653671,0.587301587301587,0.738610788589667,0.878986718096477,0.860402998106383,0.87314953218531
0.597741878959629,0.825028058361392,0.722730972730973,0.735615079365079,0.883773513714286,1.13922730501914,1.01624324408339,1.03074065376765
0.44914653784219,0.45297250479139,0.631808278867102,0.65952380952381,0.734456616694345,0.738301053828399,0.918782897500882,0.947760372816774
0.510921177587844,0.569241467067554,0.630900508351489,0.635198928056071,0.796320209566449,0.854862875769132,0.917842080794418,0.922301292264138
0.488530465949821,0.643169897735115,0.546198830409357,0.521008403361345,0.77392762322926,0.930600405111556,0.831662983400428,0.806412753089425
0.616808428644177,0.755179189189487,0.574723846653671,0.544270833333333,0.903296073000294,1.05319890155494,0.860402998106383,0.829727046221825
0.566402116402116,0.590392015392015,0.55119825708061,0.567765567765568,0.851997034026709,0.876289942780286,0.836686314619959,0.853372925772199
0.632820512820513,0.668089114873002,0.667075163398693,0.730341087483945,0.919832551476244,0.956826160224235,0.955749960785046,1.02477998177746
